publication,n,sync,x,y,z,i,j,k,i_,j_,k_,dist,atlas_idx,atlas_region
Zhu 2021 2,36.0,0.0,-49.0,-71.0,46.0,20,27,59,21,28,59,1.4142135623730951,41.0,LH_Default_Par_2
Zhu 2021 2,36.0,0.0,-56.0,-47.0,54.0,17,39,63,17,39,62,1.0,41.0,LH_Default_Par_2
Zhu 2021 2,36.0,0.0,-57.0,-18.0,54.0,16,54,63,16,54,63,0.0,14.0,LH_SomMot_5
Zhu 2021 2,36.0,0.0,-28.0,-81.0,51.0,31,22,61,31,23,61,1.0,34.0,LH_Cont_Par_1
Zhu 2021 2,36.0,0.0,-41.0,-58.0,62.0,24,34,67,24,35,66,1.4142135623730951,18.0,LH_DorsAttn_Post_3
Zhu 2021 2,36.0,0.0,-48.0,-30.0,65.0,21,48,68,21,48,68,0.0,14.0,LH_SomMot_5
Zhu 2021 2,36.0,0.0,-44.0,-5.0,62.0,23,60,67,23,60,67,0.0,14.0,LH_SomMot_5
Zhu 2021 2,36.0,0.0,-27.0,-67.0,66.0,31,29,69,32,29,68,1.4142135623730951,18.0,LH_DorsAttn_Post_3
Zhu 2021 2,36.0,0.0,-34.0,-42.0,69.0,28,42,70,28,42,70,0.0,21.0,LH_DorsAttn_Post_6
Zhu 2021 2,36.0,0.0,-32.0,-16.0,70.0,29,55,71,29,55,71,0.0,14.0,LH_SomMot_5
