publication,n,sync,x,y,z,i,j,k,i_,j_,k_,dist,atlas_idx,atlas_region
Liu Y 2017,18.0,0.0,-48.3,-74.7,40.3,20,25,56,20,26,55,1.4142135623730951,41.0,LH_Default_Par_2
Liu Y 2017,18.0,0.0,-28.3,-83.7,46.7,30,21,59,30,21,59,0.0,41.0,LH_Default_Par_2
Liu Y 2017,18.0,0.0,57.0,-41.3,56.7,73,42,64,73,42,64,0.0,81.0,RH_Cont_Par_1
Liu Y 2017,18.0,0.0,57.0,-60.7,44.7,73,32,58,73,32,58,0.0,82.0,RH_Cont_Par_2
Liu Y 2017,18.0,1.0,46.3,-35.3,65.7,68,45,68,67,45,68,1.0,64.0,RH_SomMot_6
Liu Y 2017,18.0,0.0,48.3,-58.3,57.0,69,33,64,69,33,64,0.0,82.0,RH_Cont_Par_2
Liu Y 2017,18.0,0.0,48.7,-74.0,40.0,69,26,56,69,26,56,0.0,82.0,RH_Cont_Par_2
Liu Y 2017,18.0,0.0,35.7,-54.7,69.0,62,35,70,62,35,70,0.0,70.0,RH_DorsAttn_Post_4
Liu Y 2017,18.0,0.0,39.3,-71.3,53.3,64,27,62,64,27,62,0.0,82.0,RH_Cont_Par_2
Liu Y 2017,18.0,0.0,26.3,-48.3,74.0,58,38,73,58,38,73,0.0,71.0,RH_DorsAttn_Post_5
Liu Y 2017,18.0,0.0,26.7,-66.7,66.7,58,29,69,58,30,69,1.0,70.0,RH_DorsAttn_Post_4
Liu Y 2017,18.0,0.0,28.0,-83.3,48.0,59,21,60,59,22,60,1.0,70.0,RH_DorsAttn_Post_4
Liu Y 2017,18.0,0.0,18.0,-60.0,73.7,54,33,72,54,33,72,0.0,71.0,RH_DorsAttn_Post_5
Liu Y 2017,18.0,0.0,18.3,-77.3,59.7,54,24,65,54,24,65,0.0,70.0,RH_DorsAttn_Post_4
Liu J 2019,84.0,0.0,-35.9,62.6,-7.3,27,94,32,27,94,32,0.0,45.0,LH_Default_PFC_4
Liu J 2019,84.0,0.0,-12.9,71.5,3.9,38,98,37,38,98,37,0.0,45.0,LH_Default_PFC_4
Liu J 2019,84.0,0.0,15.0,71.1,-3.3,52,98,34,52,98,34,0.0,83.0,RH_Cont_PFCl_1
Liu J 2019,84.0,0.0,38.2,63.0,-7.0,64,94,32,64,94,32,0.0,83.0,RH_Cont_PFCl_1
Liu J 2019,84.0,0.0,-45.4,52.6,1.1,22,89,36,22,89,36,0.0,43.0,LH_Default_PFC_2
Liu J 2019,84.0,0.0,-24.4,67.9,8.5,32,96,40,32,96,40,0.0,45.0,LH_Default_PFC_4
Liu J 2019,84.0,0.0,2.1,68.0,9.1,46,97,40,46,96,40,1.0,96.0,RH_Default_PFCdPFCm_1
Liu J 2019,84.0,0.0,26.9,68.0,8.5,58,97,40,58,97,40,0.0,83.0,RH_Cont_PFCl_1
Liu J 2019,84.0,0.0,46.7,53.1,1.7,68,89,36,68,89,36,0.0,83.0,RH_Cont_PFCl_1
Liu J 2019,84.0,0.0,-35.3,57.9,18.7,27,91,45,27,91,45,0.0,27.0,LH_SalVentAttn_PFCl_1
Liu J 2019,84.0,1.0,-12.7,66.8,21.6,38,96,46,38,96,46,0.0,46.0,LH_Default_PFC_5
Liu J 2019,84.0,1.0,14.5,68.0,22.8,52,97,47,52,97,47,0.0,97.0,RH_Default_PFCdPFCm_2
Liu J 2019,84.0,0.0,37.7,58.5,18.5,63,92,45,63,92,45,0.0,83.0,RH_Cont_PFCl_1
Liu J 2019,84.0,0.0,-45.0,41.7,27.4,22,83,49,22,83,49,0.0,35.0,LH_Cont_PFCl_1
Liu J 2019,84.0,0.0,-23.4,56.2,32.7,33,91,52,33,91,52,0.0,46.0,LH_Default_PFC_5
Liu J 2019,84.0,0.0,1.5,59.2,34.1,45,92,53,44,92,53,1.0,46.0,LH_Default_PFC_5
Liu J 2019,84.0,0.0,25.7,57.0,32.9,57,91,52,57,91,52,0.0,85.0,RH_Cont_PFCl_3
Liu J 2019,84.0,0.0,47.1,41.6,27.8,68,83,49,68,83,49,0.0,84.0,RH_Cont_PFCl_2
Liu J 2019,84.0,1.0,-34.5,40.2,41.7,27,83,56,27,83,56,0.0,27.0,LH_SalVentAttn_PFCl_1
Liu J 2019,84.0,0.0,-11.2,50.4,45.4,39,88,58,39,88,58,0.0,46.0,LH_Default_PFC_5
Liu J 2019,84.0,0.0,13.1,50.4,45.7,51,88,58,51,88,58,0.0,97.0,RH_Default_PFCdPFCm_2
Liu J 2019,84.0,0.0,36.2,39.8,42.1,63,82,57,63,82,57,0.0,85.0,RH_Cont_PFCl_3
Liu J 2019,84.0,0.0,73.0,-25.0,-5.0,81,50,33,80,50,33,1.0,93.0,RH_Default_Temp_3
Liu J 2019,84.0,0.0,69.0,-50.0,0.0,79,38,36,79,38,36,0.0,91.0,RH_Default_Temp_1
Liu J 2019,84.0,0.0,53.0,-78.0,-5.0,71,24,33,71,24,33,0.0,53.0,RH_Vis_3
Liu J 2019,84.0,0.0,71.0,-13.0,8.0,80,56,40,80,55,40,1.0,59.0,RH_SomMot_1
Liu J 2019,84.0,0.0,71.0,-39.0,12.0,80,43,42,79,43,42,1.0,74.0,RH_SalVentAttn_TempOccPar_1
Liu J 2019,84.0,0.0,62.0,-62.0,14.0,76,32,43,76,33,43,1.0,67.0,RH_DorsAttn_Post_1
Liu J 2019,84.0,0.0,46.0,-87.0,6.0,68,19,39,67,19,39,1.0,57.0,RH_Vis_7
Liu J 2019,84.0,0.0,70.0,-23.0,26.0,80,51,49,79,51,49,1.0,75.0,RH_SalVentAttn_TempOccPar_2
Liu J 2019,84.0,0.0,66.0,-50.0,27.0,78,38,49,78,38,49,0.0,90.0,RH_Default_Par_1
Liu J 2019,84.0,0.0,53.0,-75.0,24.0,71,25,48,71,26,48,1.0,67.0,RH_DorsAttn_Post_1
Liu J 2019,84.0,0.0,68.0,-6.0,32.0,79,60,52,78,60,52,1.0,62.0,RH_SomMot_4
Liu J 2019,84.0,0.0,68.0,-34.0,40.0,79,46,56,78,46,56,1.0,81.0,RH_Cont_Par_1
Liu J 2019,84.0,0.0,59.0,-60.0,38.0,74,33,55,74,33,55,0.0,90.0,RH_Default_Par_1
Liu J 2019,84.0,0.0,43.0,-81.0,35.0,66,22,53,66,22,53,0.0,67.0,RH_DorsAttn_Post_1
Liu J 2019,84.0,0.0,65.0,-20.0,46.0,77,53,59,77,53,59,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Liu J 2019,84.0,0.0,61.0,-43.0,50.0,75,41,61,75,41,61,0.0,81.0,RH_Cont_Par_1
Liu J 2019,84.0,0.0,48.0,-68.0,49.0,69,29,60,69,29,60,0.0,82.0,RH_Cont_Par_2
Liu J 2019,84.0,0.0,57.0,-2.0,51.0,73,62,61,73,62,61,0.0,63.0,RH_SomMot_5
Liu J 2019,84.0,0.0,60.0,-29.0,54.0,75,48,63,75,48,63,0.0,81.0,RH_Cont_Par_1
Liu J 2019,84.0,0.0,51.0,-54.0,56.0,70,36,64,70,36,64,0.0,82.0,RH_Cont_Par_2
Liu J 2019,84.0,0.0,31.0,-70.0,56.0,60,28,64,60,28,64,0.0,70.0,RH_DorsAttn_Post_4
Liu J 2019,84.0,0.0,52.0,-11.0,59.0,71,57,65,71,57,65,0.0,64.0,RH_SomMot_6
Liu J 2019,84.0,0.0,45.0,-34.0,66.0,67,46,69,67,46,69,0.0,64.0,RH_SomMot_6
Liu J 2019,84.0,0.0,32.0,-59.0,68.0,61,33,70,60,33,70,1.0,70.0,RH_DorsAttn_Post_4
Liu W 2019 ,180.0,0.0,-56.99,32.0,10.0,16,79,41,17,79,41,1.0,43.0,LH_Default_PFC_2
Liu W 2019 ,180.0,0.0,-45.66333333,12.0,20.0,22,69,46,22,69,46,0.0,22.0,LH_DorsAttn_PrCv_1
Liu W 2019 ,180.0,0.0,-49.0,8.0,-1.0,20,67,35,20,67,35,0.0,26.0,LH_SalVentAttn_FrOperIns_2
Liu W 2019 ,180.0,0.0,-42.99666667,0.666666667,8.666666667,23,63,40,23,63,40,0.0,26.0,LH_SalVentAttn_FrOperIns_2
Liu W 2019 ,180.0,0.0,-48.99,-12.0,16.0,20,57,44,20,57,44,0.0,12.0,LH_SomMot_3
Liu W 2019 ,180.0,0.0,-54.99666667,-12.66666667,-4.666666667,17,56,33,17,56,33,0.0,38.0,LH_Default_Temp_1
Liu W 2019 ,180.0,0.0,-66.0,-24.0,9.01,12,51,40,12,51,40,0.0,10.0,LH_SomMot_1
Liu W 2019 ,180.0,0.0,-39.01,-32.0,18.0,25,47,45,25,47,45,0.0,11.0,LH_SomMot_2
Liu W 2019 ,180.0,0.0,-49.01,-38.0,-4.0,20,44,34,20,44,34,0.0,39.0,LH_Default_Temp_2
Liu W 2019 ,180.0,1.0,-62.99,-50.0,8.0,13,38,40,13,38,40,0.0,40.0,LH_Default_Par_1
Liu W 2019 ,180.0,0.0,62.33,23.33333333,11.33333333,76,74,41,75,74,41,1.0,95.0,RH_Default_PFCv_2
Liu W 2019 ,180.0,0.0,68.0,14.99,22.0,79,70,47,77,68,47,2.8284271247461903,61.0,RH_SomMot_3
Liu W 2019 ,180.0,0.0,53.66333333,4.666666667,-2.0,71,65,35,71,65,35,0.0,59.0,RH_SomMot_1
Liu W 2019 ,180.0,0.0,59.99,2.0,9.0,74,64,40,74,64,40,0.0,61.0,RH_SomMot_3
Liu W 2019 ,180.0,0.0,60.0,-12.0,21.01,75,57,46,75,57,46,0.0,61.0,RH_SomMot_3
Liu W 2019 ,180.0,0.0,72.0,-12.0,-5.01,81,57,33,79,57,33,2.0,93.0,RH_Default_Temp_3
Liu W 2019 ,180.0,0.0,48.0,-23.0,10.0,69,51,41,69,51,41,0.0,59.0,RH_SomMot_1
Liu W 2019 ,180.0,0.0,62.0,-42.33,23.33333333,76,41,47,76,41,47,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Liu W 2019 ,180.0,1.0,51.01,-40.0,-4.0,70,43,34,70,44,35,1.4142135623730951,93.0,RH_Default_Temp_3
Liu W 2019 ,180.0,0.0,56.0,-46.66666667,12.33666667,73,39,42,73,39,42,0.0,74.0,RH_SalVentAttn_TempOccPar_1
Long 2021a + Long 2021b,88.0,0.0,-57.0,21.0,2.0,16,73,37,17,73,37,1.0,43.0,LH_Default_PFC_2
Long 2021a + Long 2021b,88.0,0.0,-66.0,-1.0,24.0,12,62,48,13,62,48,1.0,13.0,LH_SomMot_4
Long 2021a + Long 2021b,88.0,0.0,-66.0,-28.0,40.0,12,49,56,12,49,56,0.0,17.0,LH_DorsAttn_Post_2
Long 2021a + Long 2021b,88.0,0.0,-51.0,-51.0,57.0,19,37,64,19,37,63,1.0,41.0,LH_Default_Par_2
Long 2021a + Long 2021b,88.0,0.0,-54.0,18.0,-18.0,18,72,27,19,72,27,1.0,38.0,LH_Default_Temp_1
Long 2021a + Long 2021b,88.0,0.0,-64.0,-3.0,0.0,13,61,36,13,61,36,0.0,10.0,LH_SomMot_1
Long 2021a + Long 2021b,88.0,0.0,-68.0,-23.0,17.0,11,51,44,12,51,44,1.0,10.0,LH_SomMot_1
Long 2021a + Long 2021b,88.0,0.0,-64.0,-51.0,33.0,13,37,52,13,37,52,0.0,41.0,LH_Default_Par_2
Long 2021a + Long 2021b,88.0,0.0,-42.0,-75.0,49.0,24,25,60,24,26,60,1.0,41.0,LH_Default_Par_2
Long 2021a + Long 2021b,88.0,0.0,-68.0,-7.0,-16.0,11,59,28,12,59,28,1.0,38.0,LH_Default_Temp_1
Long 2021a + Long 2021b,88.0,0.0,-71.0,-28.0,-2.0,9,49,35,10,48,34,1.7320508075688772,39.0,LH_Default_Temp_2
Long 2021a + Long 2021b,88.0,0.0,-68.0,-50.0,11.0,11,38,41,12,38,41,1.0,40.0,LH_Default_Par_1
Long 2021a + Long 2021b,88.0,0.0,-57.0,-70.0,25.0,16,28,48,17,28,48,1.0,41.0,LH_Default_Par_2
Long 2021a + Long 2021b,88.0,0.0,51.0,-52.0,58.0,70,37,65,70,37,65,0.0,82.0,RH_Cont_Par_2
Long 2021a + Long 2021b,88.0,0.0,69.0,-28.0,39.0,79,49,55,79,49,55,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Long 2021a + Long 2021b,88.0,0.0,68.0,-1.0,25.0,79,62,48,78,62,48,1.0,62.0,RH_SomMot_4
Long 2021a + Long 2021b,88.0,0.0,58.0,20.0,0.0,74,73,36,73,73,36,1.0,95.0,RH_Default_PFCv_2
Long 2021a + Long 2021b,88.0,0.0,65.0,-52.0,33.0,77,37,52,77,37,52,0.0,90.0,RH_Default_Par_1
Long 2021a + Long 2021b,88.0,1.0,71.0,-26.0,19.0,80,50,45,79,50,45,1.0,59.0,RH_SomMot_1
Long 2021a + Long 2021b,88.0,0.0,67.0,-1.0,0.0,78,62,36,78,62,36,0.0,59.0,RH_SomMot_1
Long 2021a + Long 2021b,88.0,0.0,57.0,-70.0,25.0,73,28,48,73,28,48,0.0,67.0,RH_DorsAttn_Post_1
Long 2021a + Long 2021b,88.0,0.0,69.0,-50.0,11.0,79,38,41,78,38,41,1.0,74.0,RH_SalVentAttn_TempOccPar_1
Long 2021a + Long 2021b,88.0,0.0,73.0,-28.0,-2.0,81,49,35,80,49,35,1.0,93.0,RH_Default_Temp_3
Long 2021a + Long 2021b,88.0,0.0,69.0,-6.0,-17.0,79,60,27,78,60,27,1.0,91.0,RH_Default_Temp_1
Long 2021a + Long 2021b,88.0,1.0,41.0,-75.0,49.0,65,25,60,64,25,60,1.0,82.0,RH_Cont_Par_2
Long 2021a + Long 2021b,88.0,1.0,56.0,19.0,-18.0,73,72,27,72,72,27,1.0,92.0,RH_Default_Temp_2
Lu 2019a 1,40.0,0.0,-40.0,61.0,0.0,25,93,36,25,93,36,0.0,43.0,LH_Default_PFC_2
Lu 2019a 1,40.0,1.0,-16.0,73.0,5.0,37,99,38,37,98,38,1.0,45.0,LH_Default_PFC_4
Lu 2019a 1,40.0,0.0,18.0,73.0,4.0,54,99,38,54,99,38,0.0,83.0,RH_Cont_PFCl_1
Lu 2019a 1,40.0,0.0,41.0,63.0,1.0,65,94,36,65,94,36,0.0,83.0,RH_Cont_PFCl_1
Lu 2019a 1,40.0,1.0,-48.0,49.0,8.0,21,87,40,21,87,40,0.0,35.0,LH_Cont_PFCl_1
Lu 2019a 1,40.0,0.0,-28.0,66.0,15.0,31,96,43,31,96,43,0.0,45.0,LH_Default_PFC_4
Lu 2019a 1,40.0,0.0,7.0,71.0,18.0,48,98,45,48,97,45,1.0,96.0,RH_Default_PFCdPFCm_1
Lu 2019a 1,40.0,1.0,30.0,67.0,14.0,60,96,43,59,96,43,1.0,83.0,RH_Cont_PFCl_1
Lu 2019a 1,40.0,1.0,49.0,52.0,9.0,69,89,40,69,89,39,1.0,84.0,RH_Cont_PFCl_2
Lu 2019a 1,40.0,1.0,-41.0,53.0,24.0,24,89,48,25,89,47,1.4142135623730951,27.0,LH_SalVentAttn_PFCl_1
Lu 2019a 1,40.0,0.0,-14.0,65.0,29.0,38,95,50,38,95,50,0.0,46.0,LH_Default_PFC_5
Lu 2019a 1,40.0,1.0,16.0,67.0,28.0,53,96,50,53,95,50,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 1,40.0,0.0,42.0,56.0,23.0,66,91,47,66,90,47,1.0,84.0,RH_Cont_PFCl_2
Lu 2019a 1,40.0,1.0,-47.0,35.0,33.0,21,80,52,21,80,52,0.0,35.0,LH_Cont_PFCl_1
Lu 2019a 1,40.0,1.0,-26.0,53.0,36.0,32,89,54,32,89,54,0.0,46.0,LH_Default_PFC_5
Lu 2019a 1,40.0,0.0,3.0,58.0,39.0,46,92,55,47,92,55,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 1,40.0,1.0,30.0,54.0,34.0,60,90,53,60,90,53,0.0,85.0,RH_Cont_PFCl_3
Lu 2019a 1,40.0,1.0,50.0,38.0,30.0,70,82,51,70,82,51,0.0,84.0,RH_Cont_PFCl_2
Lu 2019a 1,40.0,0.0,-35.0,36.0,46.0,27,81,59,27,80,59,1.0,27.0,LH_SalVentAttn_PFCl_1
Lu 2019a 1,40.0,0.0,-11.0,50.0,49.0,39,88,60,39,88,60,0.0,46.0,LH_Default_PFC_5
Lu 2019a 1,40.0,1.0,16.0,51.0,48.0,53,88,60,53,88,59,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 1,40.0,1.0,39.0,39.0,43.0,64,82,57,64,82,57,0.0,85.0,RH_Cont_PFCl_3
Lu 2019a 2,38.0,0.0,-40.0,61.0,0.0,25,93,36,25,93,36,0.0,43.0,LH_Default_PFC_2
Lu 2019a 2,38.0,0.0,-16.0,73.0,5.0,37,99,38,37,98,38,1.0,45.0,LH_Default_PFC_4
Lu 2019a 2,38.0,0.0,18.0,73.0,4.0,54,99,38,54,99,38,0.0,83.0,RH_Cont_PFCl_1
Lu 2019a 2,38.0,0.0,41.0,63.0,1.0,65,94,36,65,94,36,0.0,83.0,RH_Cont_PFCl_1
Lu 2019a 2,38.0,0.0,-48.0,49.0,8.0,21,87,40,21,87,40,0.0,35.0,LH_Cont_PFCl_1
Lu 2019a 2,38.0,0.0,-28.0,66.0,15.0,31,96,43,31,96,43,0.0,45.0,LH_Default_PFC_4
Lu 2019a 2,38.0,1.0,7.0,71.0,18.0,48,98,45,48,97,45,1.0,96.0,RH_Default_PFCdPFCm_1
Lu 2019a 2,38.0,0.0,30.0,67.0,14.0,60,96,43,59,96,43,1.0,83.0,RH_Cont_PFCl_1
Lu 2019a 2,38.0,1.0,49.0,52.0,9.0,69,89,40,69,89,39,1.0,84.0,RH_Cont_PFCl_2
Lu 2019a 2,38.0,1.0,-41.0,53.0,24.0,24,89,48,25,89,47,1.4142135623730951,27.0,LH_SalVentAttn_PFCl_1
Lu 2019a 2,38.0,1.0,-14.0,65.0,29.0,38,95,50,38,95,50,0.0,46.0,LH_Default_PFC_5
Lu 2019a 2,38.0,1.0,16.0,67.0,28.0,53,96,50,53,95,50,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 2,38.0,0.0,42.0,56.0,23.0,66,91,47,66,90,47,1.0,84.0,RH_Cont_PFCl_2
Lu 2019a 2,38.0,1.0,-47.0,35.0,33.0,21,80,52,21,80,52,0.0,35.0,LH_Cont_PFCl_1
Lu 2019a 2,38.0,0.0,-26.0,53.0,36.0,32,89,54,32,89,54,0.0,46.0,LH_Default_PFC_5
Lu 2019a 2,38.0,0.0,3.0,58.0,39.0,46,92,55,47,92,55,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 2,38.0,0.0,30.0,54.0,34.0,60,90,53,60,90,53,0.0,85.0,RH_Cont_PFCl_3
Lu 2019a 2,38.0,0.0,50.0,38.0,30.0,70,82,51,70,82,51,0.0,84.0,RH_Cont_PFCl_2
Lu 2019a 2,38.0,0.0,-35.0,36.0,46.0,27,81,59,27,80,59,1.0,27.0,LH_SalVentAttn_PFCl_1
Lu 2019a 2,38.0,0.0,-11.0,50.0,49.0,39,88,60,39,88,60,0.0,46.0,LH_Default_PFC_5
Lu 2019a 2,38.0,0.0,16.0,51.0,48.0,53,88,60,53,88,59,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 2,38.0,1.0,39.0,39.0,43.0,64,82,57,64,82,57,0.0,85.0,RH_Cont_PFCl_3
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-40.0,61.0,0.0,25,93,36,25,93,36,0.0,43.0,LH_Default_PFC_2
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-16.0,73.0,5.0,37,99,38,37,98,38,1.0,45.0,LH_Default_PFC_4
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,18.0,73.0,4.0,54,99,38,54,99,38,0.0,83.0,RH_Cont_PFCl_1
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,41.0,63.0,1.0,65,94,36,65,94,36,0.0,83.0,RH_Cont_PFCl_1
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-48.0,49.0,8.0,21,87,40,21,87,40,0.0,35.0,LH_Cont_PFCl_1
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-28.0,66.0,15.0,31,96,43,31,96,43,0.0,45.0,LH_Default_PFC_4
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,7.0,71.0,18.0,48,98,45,48,97,45,1.0,96.0,RH_Default_PFCdPFCm_1
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,30.0,67.0,14.0,60,96,43,59,96,43,1.0,83.0,RH_Cont_PFCl_1
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,49.0,52.0,9.0,69,89,40,69,89,39,1.0,84.0,RH_Cont_PFCl_2
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-41.0,53.0,24.0,24,89,48,25,89,47,1.4142135623730951,27.0,LH_SalVentAttn_PFCl_1
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-14.0,65.0,29.0,38,95,50,38,95,50,0.0,46.0,LH_Default_PFC_5
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,16.0,67.0,28.0,53,96,50,53,95,50,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,42.0,56.0,23.0,66,91,47,66,90,47,1.0,84.0,RH_Cont_PFCl_2
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-47.0,35.0,33.0,21,80,52,21,80,52,0.0,35.0,LH_Cont_PFCl_1
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-26.0,53.0,36.0,32,89,54,32,89,54,0.0,46.0,LH_Default_PFC_5
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,3.0,58.0,39.0,46,92,55,47,92,55,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,50.0,38.0,30.0,70,82,51,70,82,51,0.0,84.0,RH_Cont_PFCl_2
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,-11.0,50.0,49.0,39,88,60,39,88,60,0.0,46.0,LH_Default_PFC_5
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,16.0,51.0,48.0,53,88,60,53,88,59,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019a 3 + Lu & Hao 2019,38.0,0.0,39.0,39.0,43.0,64,82,57,64,82,57,0.0,85.0,RH_Cont_PFCl_3
Lu 2019a 3 + Lu & Hao 2019,,1.0,30.0,54.0,34.0,60,90,53,60,90,53,0.0,85.0,RH_Cont_PFCl_3
Lu 2019a 3 + Lu & Hao 2019,,1.0,-35.0,36.0,46.0,27,81,59,27,80,59,1.0,27.0,LH_SalVentAttn_PFCl_1
Lu 2019b 1,50.0,0.0,-40.0,61.0,0.0,25,93,36,25,93,36,0.0,43.0,LH_Default_PFC_2
Lu 2019b 1,50.0,0.0,-16.0,73.0,5.0,37,99,38,37,98,38,1.0,45.0,LH_Default_PFC_4
Lu 2019b 1,50.0,0.0,18.0,73.0,4.0,54,99,38,54,99,38,0.0,83.0,RH_Cont_PFCl_1
Lu 2019b 1,50.0,0.0,41.0,63.0,1.0,65,94,36,65,94,36,0.0,83.0,RH_Cont_PFCl_1
Lu 2019b 1,50.0,0.0,-48.0,49.0,8.0,21,87,40,21,87,40,0.0,35.0,LH_Cont_PFCl_1
Lu 2019b 1,50.0,0.0,-28.0,66.0,15.0,31,96,43,31,96,43,0.0,45.0,LH_Default_PFC_4
Lu 2019b 1,50.0,0.0,7.0,71.0,18.0,48,98,45,48,97,45,1.0,96.0,RH_Default_PFCdPFCm_1
Lu 2019b 1,50.0,0.0,30.0,67.0,14.0,60,96,43,59,96,43,1.0,83.0,RH_Cont_PFCl_1
Lu 2019b 1,50.0,0.0,49.0,52.0,9.0,69,89,40,69,89,39,1.0,84.0,RH_Cont_PFCl_2
Lu 2019b 1,50.0,0.0,-41.0,53.0,24.0,24,89,48,25,89,47,1.4142135623730951,27.0,LH_SalVentAttn_PFCl_1
Lu 2019b 1,50.0,0.0,-14.0,65.0,29.0,38,95,50,38,95,50,0.0,46.0,LH_Default_PFC_5
Lu 2019b 1,50.0,0.0,16.0,67.0,28.0,53,96,50,53,95,50,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019b 1,50.0,0.0,42.0,56.0,23.0,66,91,47,66,90,47,1.0,84.0,RH_Cont_PFCl_2
Lu 2019b 1,50.0,0.0,-47.0,35.0,33.0,21,80,52,21,80,52,0.0,35.0,LH_Cont_PFCl_1
Lu 2019b 1,50.0,0.0,-26.0,53.0,36.0,32,89,54,32,89,54,0.0,46.0,LH_Default_PFC_5
Lu 2019b 1,50.0,0.0,3.0,58.0,39.0,46,92,55,47,92,55,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019b 1,50.0,1.0,30.0,54.0,34.0,60,90,53,60,90,53,0.0,85.0,RH_Cont_PFCl_3
Lu 2019b 1,50.0,0.0,50.0,38.0,30.0,70,82,51,70,82,51,0.0,84.0,RH_Cont_PFCl_2
Lu 2019b 1,50.0,0.0,-35.0,36.0,46.0,27,81,59,27,80,59,1.0,27.0,LH_SalVentAttn_PFCl_1
Lu 2019b 1,50.0,0.0,-11.0,50.0,49.0,39,88,60,39,88,60,0.0,46.0,LH_Default_PFC_5
Lu 2019b 1,50.0,0.0,16.0,51.0,48.0,53,88,60,53,88,59,1.0,97.0,RH_Default_PFCdPFCm_2
Lu 2019b 1,50.0,0.0,39.0,39.0,43.0,64,82,57,64,82,57,0.0,85.0,RH_Cont_PFCl_3
Lu 2019b 1,50.0,0.0,73.0,-25.0,-5.0,81,50,33,80,50,33,1.0,93.0,RH_Default_Temp_3
Lu 2019b 1,50.0,0.0,69.0,-50.0,0.0,79,38,36,79,38,36,0.0,91.0,RH_Default_Temp_1
Lu 2019b 1,50.0,1.0,53.0,-78.0,-5.0,71,24,33,71,24,33,0.0,53.0,RH_Vis_3
Lu 2019b 1,50.0,0.0,71.0,-13.0,8.0,80,56,40,80,55,40,1.0,59.0,RH_SomMot_1
Lu 2019b 1,50.0,0.0,71.0,-39.0,12.0,80,43,42,79,43,42,1.0,74.0,RH_SalVentAttn_TempOccPar_1
Lu 2019b 1,50.0,0.0,62.0,-62.0,14.0,76,32,43,76,33,43,1.0,67.0,RH_DorsAttn_Post_1
Lu 2019b 1,50.0,0.0,46.0,-87.0,6.0,68,19,39,67,19,39,1.0,57.0,RH_Vis_7
Lu 2019b 1,50.0,0.0,70.0,-23.0,26.0,80,51,49,79,51,49,1.0,75.0,RH_SalVentAttn_TempOccPar_2
Lu 2019b 1,50.0,0.0,66.0,-50.0,27.0,78,38,49,78,38,49,0.0,90.0,RH_Default_Par_1
Lu 2019b 1,50.0,1.0,53.0,-75.0,24.0,71,25,48,71,26,48,1.0,67.0,RH_DorsAttn_Post_1
Lu 2019b 1,50.0,0.0,68.0,-6.0,32.0,79,60,52,78,60,52,1.0,62.0,RH_SomMot_4
Lu 2019b 1,50.0,0.0,68.0,-34.0,40.0,79,46,56,78,46,56,1.0,81.0,RH_Cont_Par_1
Lu 2019b 1,50.0,0.0,59.0,-60.0,38.0,74,33,55,74,33,55,0.0,90.0,RH_Default_Par_1
Lu 2019b 1,50.0,1.0,43.0,-81.0,35.0,66,22,53,66,22,53,0.0,67.0,RH_DorsAttn_Post_1
Lu 2019b 1,50.0,0.0,65.0,-20.0,46.0,77,53,59,77,53,59,0.0,75.0,RH_SalVentAttn_TempOccPar_2
Lu 2019b 1,50.0,0.0,61.0,-43.0,50.0,75,41,61,75,41,61,0.0,81.0,RH_Cont_Par_1
Lu 2019b 1,50.0,0.0,48.0,-68.0,49.0,69,29,60,69,29,60,0.0,82.0,RH_Cont_Par_2
