GABAcl1,GABAcl2,GABAcl3,GABAcl4
0.4719938538989605,0.6592292995921057,0.6066401635324883,0.5369116912682833
0.5643757969742793,0.4936889914986559,0.5620810077484256,0.42911065652270913
0.5088663825821047,0.6866768858957458,0.6409746995140227,0.5259717317896843
0.6069499110293658,0.5526915693247252,0.6462475625613896,0.5496510133710664
0.557549826602046,0.6216438238866556,0.6356099191914749,0.497404710286163
0.5121734462420813,0.6111650874390793,0.5831490665852029,0.5110866900987544
0.4603413802823059,0.6708427910222245,0.5812501802831148,0.5091781236282727
0.48012966711512123,0.6529606793041529,0.5772349382843405,0.47839091147095975
0.4616802304836879,0.6079917242406783,0.4850411074464526,0.3744966562474296
0.4590769267335263,0.6190860906951156,0.6125840326244572,0.5617071421694708
0.5489148378525893,0.3981781955852928,0.3914137142123083,0.37895554374172224
0.4187905200147607,0.6148913649447086,0.5898507083857956,0.520418990791439
0.5052284221499788,0.6159606796619201,0.6322881069104345,0.5109280756117592
0.32647844503445206,0.7179964618448178,0.6148167630070923,0.5280550080503014
0.299218657106911,0.7121419320072062,0.5711934351330047,0.486232260318342
0.4723648765769506,0.5509305540904454,0.6087677821575641,0.504106084836974
0.43879193982929005,0.6696794239002035,0.6041314150730042,0.5642969647235893
0.3192333690875076,0.7589942775989746,0.6454413296877695,0.5864498135894186
0.44447182814215613,0.7132720186062732,0.6483597831457206,0.5860359656388142
0.47104234932361494,0.29236878905764235,0.217506454016702,0.2009168573196369
0.4772352769490938,0.6593112201027063,0.578835988235757,0.4989456426731338
0.41156433272312215,0.7152971530869225,0.5484778129864005,0.5323476502931851
0.4138214288264874,0.6948411724338718,0.5314627843298118,0.562551763467
0.34249048301314305,0.6756343410413327,0.5184500496811427,0.5001894006196003
0.3422485578217028,0.6747683876105214,0.5229072748093433,0.5313395488916997
0.39165449050349505,0.6942067648806016,0.5527195304900864,0.5668167236059779
0.3803176795554091,0.6261226593208982,0.6155369415973289,0.4728352915279312
0.4418342155166742,0.69313563725112,0.6288651759546006,0.5332595278710796
0.43411114266174333,0.6307123137969518,0.5957367041919431,0.5535841415004239
0.3929189958569068,0.7145098226013953,0.6118654408700691,0.5006729895671681
0.4220721066450032,0.6630378199039685,0.5435737011570302,0.4348599116047327
0.4625820169087926,0.7043462694814884,0.6021647976611126,0.5145171502201914
0.4515143906995046,0.6780830404177335,0.561407149536891,0.5173997771538149
0.47330685714858306,0.6686494332063437,0.6127673346591921,0.5316759386629997
0.5199616148285636,0.6995629058059296,0.648259538728106,0.5597668594428814
0.5900691171818916,0.5910884622072639,0.6281697101421637,0.4888569925460906
0.4812288430488393,0.6338065914521583,0.5696717316999462,0.5461592348211434
0.5168798488533176,0.6146830941393786,0.5704607733477065,0.47031863815546265
0.5907403134635504,0.5654138232184579,0.618418828610021,0.5061056594788919
0.6131785752099601,0.4591145328498046,0.5801271081312318,0.43621406159628334
0.4304987811533536,0.572007325322909,0.5361157589792452,0.3929816050528401
0.45681876302097496,0.7442649079922896,0.6728760584740199,0.506471146194362
0.535053573735295,0.6781584379099856,0.6640604692522659,0.5257588452608043
0.47662891588155676,0.7537536224303384,0.6927650097049616,0.5742703786099156
0.5571924537538271,0.6480027470952697,0.6567800450133323,0.5659338674291303
0.46935728702643137,0.7813404683423822,0.6217510788377425,0.5236445437551858
0.5348480540153039,0.5109435916040694,0.5940316167478051,0.559122053030893
0.5817339818304698,0.5504320341040734,0.6109966152174809,0.555777094595234
0.4225923989844175,0.653184285767954,0.6542611029833285,0.5426235417144408
0.5133719882413497,0.6060050893322234,0.5931904006385543,0.48552592095438146
0.5722247314509064,0.5806940407160469,0.6094940593733379,0.4700017238316221
0.515560250233704,0.4712963179079118,0.5280862895148154,0.4243474095009414
0.49685362270791344,0.6355952512752865,0.6215616764436284,0.5162576580457341
0.5354752297834101,0.6023218011353808,0.6090260927361093,0.44071802478057837
0.4764462153088598,0.6590409627039302,0.5931578953454374,0.5137012580070756
0.6005476440981432,0.6334826936874518,0.6734407483271241,0.521704279008118
0.5488998363504565,0.6234338410415642,0.6491039558267523,0.5350759276322257
0.4872648244322181,0.6992945693529224,0.6233104485341325,0.5138493514895633
0.4807917432521523,0.5260105657551138,0.5892384447747219,0.48493766919189657
0.4941697729917081,0.6516551258826834,0.6085653687934993,0.5441001187408548
0.5445813151811858,0.25714893530716365,0.2734847772426924,0.3132826369870301
0.5735847475775991,0.19641797400267266,0.38367099794244464,0.30016501736696705
0.3647567973736156,0.43498214634991134,0.13612125802073904,0.5435947567534413
0.4379697171858393,0.36486947103589806,0.1911339276751041,0.5821769935806339
0.6709235240411667,0.20923564025221833,0.3527152613456053,0.7527949605086698
0.311725940971311,0.31078279989156554,0.08718247388445237,0.7549380454306754
0.5268763018120219,0.2632702909595879,0.34406526870464404,0.58464035292096
0.6057271366480326,0.14005495117862327,0.2945454809548414,0.7273735007249921
0.5584060310072907,0.2984321065122239,0.3321959710655138,0.32342908882040966
0.6775925451485127,0.16582551060654166,0.3431054252374302,0.5263934676738983
0.39213744932269595,0.45590479813068374,0.11877628382915843,0.5467783278329117
0.47416094795726094,0.42778753827782784,0.19237412059058065,0.5954649672726248
0.6977992244153391,0.19315321429068716,0.35284189211917444,0.6518684824289557
0.43101821277319274,0.24803207899301385,0.14951108991002124,0.623587153215229
0.5558129631402968,0.1962254623224736,0.27443704405836716,0.6425446540597269
0.6501370548994158,0.12923294205535663,0.3466438037328129,0.7422618686140284
